XR	start	end	chr
XR_002636460.1	97972827	97975274	NC_035788.1
XR_002636949.1	98410247	98410987	NC_035788.1
XR_002636129.1	98599140	98600413	NC_035788.1
XR_002636001.1	98610509	98613958	NC_035788.1
XR_002635950.1	98616764	98619483	NC_035788.1
XR_002636228.1	98713024	98715114	NC_035788.1
XR_002636028.1	98717039	98719479	NC_035788.1
XR_002636851.1	98735342	98736072	NC_035788.1
XR_002636455.1	99051915	99057311	NC_035788.1
XR_002636457.1	99150446	99151139	NC_035788.1
XR_002635905.1	99322594	99323624	NC_035788.1
XR_002635904.1	99335967	99337912	NC_035788.1
XR_002636920.1	99358957	99359892	NC_035788.1
XR_002635951.1	99360147	99361269	NC_035788.1
XR_002636992.1	99438572	99439208	NC_035788.1
XR_002636984.1	99511803	99513929	NC_035788.1
XR_002636988.1	99699166	99700491	NC_035788.1
XR_002636986.1	99700789	99702982	NC_035788.1
XR_002636987.1	99960801	99964371	NC_035788.1
XR_002636980.1	99964617	99970360	NC_035788.1
XR_002636991.1	99985248	99989571	NC_035788.1
XR_002636985.1	100066499	100067400	NC_035788.1
XR_002636989.1	100094494	100096574	NC_035788.1
XR_002636990.1	100141925	100143990	NC_035788.1
XR_002636983.1	100146671	100149715	NC_035788.1
XR_002636204.1	100329596	100331773	NC_035788.1
XR_002636206.1	100455611	100458992	NC_035788.1
XR_002636202.1	100490843	100493261	NC_035788.1
XR_002636205.1	100762961	100763703	NC_035788.1
XR_002636203.1	100829995	100830509	NC_035788.1
XR_002636201.1	100980574	100981256	NC_035788.1
XR_002636650.1	101715042	101718232	NC_035788.1
XR_002636648.1	101718233	101732407	NC_035788.1
XR_002636352.1	101766322	101767781	NC_035788.1
XR_002636351.1	101776113	101785405	NC_035788.1
XR_002636550.1	102170440	102171741	NC_035788.1
XR_002636544.1	102436769	102439134	NC_035788.1
XR_002636321.1	102527060	102529384	NC_035788.1
XR_002636320.1	102533369	102541826	NC_035788.1
XR_002636318.1	102649753	102651231	NC_035788.1
XR_002636319.1	102786552	102788098	NC_035788.1
XR_002636316.1	102816197	102818600	NC_035788.1
XR_002636043.1	103197707	103202643	NC_035788.1
XR_002636016.1	103221210	103222176	NC_035788.1
XR_002636917.1	103241939	103245056	NC_035788.1
XR_002636887.1	103437475	103441690	NC_035788.1
XR_002636222.1	103592126	103592915	NC_035788.1
XR_002636918.1	103593401	103595480	NC_035788.1
XR_002636611.1	103870628	103873703	NC_035788.1
XR_002636612.1	103935979	103937320	NC_035788.1
XR_002637276.1	8377	9553	NC_035789.1
XR_002637272.1	22553	25789	NC_035789.1
XR_002637249.1	66087	74749	NC_035789.1
XR_002637015.1	383352	385948	NC_035789.1
XR_002637156.1	471387	472136	NC_035789.1
XR_002637155.1	545999	547761	NC_035789.1
XR_002637340.1	592411	595614	NC_035789.1
XR_002637337.1	622879	624433	NC_035789.1
XR_002637339.1	647126	649234	NC_035789.1
XR_002637338.1	1310166	1312607	NC_035789.1
XR_002637334.1	1417296	1428315	NC_035789.1
XR_002637327.1	1622145	1625663	NC_035789.1
XR_002637341.1	1640314	1642491	NC_035789.1
XR_002637333.1	1703089	1708532	NC_035789.1
XR_002637330.1	1856010	1867666	NC_035789.1
XR_002637336.1	1943522	1945042	NC_035789.1
XR_002637104.1	2229305	2233479	NC_035789.1
XR_002637168.1	2253673	2258389	NC_035789.1
XR_002637048.1	2310581	2312737	NC_035789.1
XR_002637034.1	2525565	2526364	NC_035789.1
XR_002637218.1	2930456	2936643	NC_035789.1
XR_002637222.1	3215694	3216275	NC_035789.1
XR_002637221.1	3255137	3257219	NC_035789.1
XR_002637223.1	3260168	3260761	NC_035789.1
XR_002637275.1	3312368	3319132	NC_035789.1
XR_002637105.1	3336090	3339461	NC_035789.1
XR_002637177.1	3359754	3362906	NC_035789.1
XR_002637178.1	3405014	3406396	NC_035789.1
XR_002637242.1	3503125	3505181	NC_035789.1
XR_002637065.1	3584930	3588077	NC_035789.1
XR_002637057.1	3605518	3606737	NC_035789.1
XR_002637187.1	3630702	3640253	NC_035789.1
XR_002637044.1	3678170	3679616	NC_035789.1
XR_002637096.1	3683230	3684281	NC_035789.1
XR_002637142.1	3698668	3700639	NC_035789.1
XR_002637141.1	3723446	3724164	NC_035789.1
XR_002637147.1	3999246	3999981	NC_035789.1
XR_002637059.1	4296002	4296603	NC_035789.1
XR_002637102.1	4493790	4494822	NC_035789.1
XR_002637360.1	4773738	4776760	NC_035789.1
XR_002637087.1	4853772	4858712	NC_035789.1
XR_002637073.1	4862308	4866162	NC_035789.1
XR_002637302.1	4948013	4949595	NC_035789.1
XR_002637285.1	4954748	4956592	NC_035789.1
XR_002637281.1	4961455	4963174	NC_035789.1
XR_002637067.1	4972244	4974062	NC_035789.1
XR_002637068.1	4977451	4979313	NC_035789.1
XR_002637014.1	5117881	5118855	NC_035789.1
XR_002637013.1	5121118	5122108	NC_035789.1
XR_002637204.1	5124356	5133966	NC_035789.1
XR_002637206.1	5177436	5178469	NC_035789.1
XR_002637205.1	5181062	5181996	NC_035789.1
XR_002637299.1	5228477	5229822	NC_035789.1
XR_002637300.1	5303143	5307950	NC_035789.1
XR_002637039.1	5590173	5591686	NC_035789.1
XR_002637037.1	5706167	5707472	NC_035789.1
XR_002637369.1	5717268	5718580	NC_035789.1
XR_002637162.1	6217852	6221661	NC_035789.1
XR_002637050.1	6407469	6422331	NC_035789.1
XR_002637052.1	6630674	6631483	NC_035789.1
XR_002637092.1	6835019	6836573	NC_035789.1
XR_002637076.1	6936869	6937845	NC_035789.1
XR_002637355.1	7221915	7225024	NC_035789.1
XR_002637356.1	7227246	7229343	NC_035789.1
XR_002637271.1	7241106	7241920	NC_035789.1
XR_002637238.1	7458101	7459334	NC_035789.1
XR_002637169.1	7774264	7775865	NC_035789.1
XR_002637243.1	7932262	7935103	NC_035789.1
XR_002637090.1	8573188	8588320	NC_035789.1
XR_002637210.1	8655722	8657471	NC_035789.1
XR_002637214.1	8660305	8662498	NC_035789.1
XR_002637213.1	8662992	8664576	NC_035789.1
XR_002637215.1	8682459	8683868	NC_035789.1
XR_002637216.1	8683885	8687518	NC_035789.1
XR_002637364.1	8774297	8775312	NC_035789.1
XR_002637031.1	9087698	9088286	NC_035789.1
XR_002637305.1	9180298	9181945	NC_035789.1
XR_002637270.1	9188042	9189778	NC_035789.1
XR_002637244.1	9245594	9247535	NC_035789.1
XR_002637239.1	9428423	9429403	NC_035789.1
XR_002637069.1	9455486	9461936	NC_035789.1
XR_002637181.1	9564623	9567593	NC_035789.1
XR_002637186.1	9569323	9585659	NC_035789.1
XR_002637183.1	9601479	9603435	NC_035789.1
XR_002637184.1	9661008	9662350	NC_035789.1
XR_002637182.1	9687408	9688380	NC_035789.1
XR_002637185.1	9716550	9717090	NC_035789.1
XR_002637343.1	10556038	10556685	NC_035789.1
XR_002637282.1	10601307	10608794	NC_035789.1
XR_002637165.1	10807045	10808326	NC_035789.1
XR_002637127.1	10973061	10973827	NC_035789.1
XR_002637086.1	11264591	11267536	NC_035789.1
XR_002637286.1	11317321	11320849	NC_035789.1
XR_002637234.1	11334912	11340894	NC_035789.1
XR_002637148.1	11558511	11559667	NC_035789.1
XR_002637107.1	11608600	11611213	NC_035789.1
XR_002637357.1	11699178	11701733	NC_035789.1
XR_002637303.1	11704910	11707748	NC_035789.1
XR_002637024.1	11742866	11745623	NC_035789.1
XR_002637278.1	11749616	11753215	NC_035789.1
XR_002637010.1	11821261	11822476	NC_035789.1
XR_002637136.1	11895159	11896356	NC_035789.1
XR_002637135.1	11896302	11897159	NC_035789.1
XR_002637307.1	11935587	11937357	NC_035789.1
XR_002637288.1	12063720	12064158	NC_035789.1
XR_002637245.1	12122081	12123672	NC_035789.1
XR_002637346.1	12135487	12136647	NC_035789.1
XR_002637027.1	12162262	12164291	NC_035789.1
XR_002637021.1	12298551	12300873	NC_035789.1
XR_002637139.1	12474207	12474832	NC_035789.1
XR_002637174.1	12795428	12795990	NC_035789.1
XR_002637173.1	12797397	12800077	NC_035789.1
XR_002637100.1	12869991	12877804	NC_035789.1
XR_002637095.1	13104961	13107231	NC_035789.1
XR_002637137.1	13557370	13566730	NC_035789.1
XR_002637248.1	13590018	13591314	NC_035789.1
XR_002637077.1	13757113	13758024	NC_035789.1
XR_002637347.1	13761410	13763679	NC_035789.1
XR_002637080.1	14261271	14262432	NC_035789.1
XR_002637256.1	14323349	14324235	NC_035789.1
XR_002637038.1	14537233	14537982	NC_035789.1
XR_002637009.1	14650825	14652140	NC_035789.1
XR_002637366.1	14890793	14896028	NC_035789.1
XR_002637179.1	14986004	14986352	NC_035789.1
XR_002637289.1	15047073	15047853	NC_035789.1
XR_002637083.1	15050540	15050922	NC_035789.1
XR_002637145.1	15068506	15069381	NC_035789.1
XR_002637166.1	15135414	15135846	NC_035789.1
XR_002637138.1	15150676	15151350	NC_035789.1
XR_002637309.1	15168867	15173815	NC_035789.1
XR_002637372.1	15205906	15207994	NC_035789.1
XR_002637164.1	15389720	15390122	NC_035789.1
XR_002637268.1	15391002	15392907	NC_035789.1
XR_002637267.1	15400507	15401401	NC_035789.1
XR_002637292.1	15429407	15440993	NC_035789.1
XR_002637081.1	15601308	15602190	NC_035789.1
XR_002637049.1	16356382	16359972	NC_035789.1
XR_002637079.1	16374287	16376217	NC_035789.1
XR_002637036.1	16449066	16450882	NC_035789.1
XR_002637046.1	16686877	16688736	NC_035789.1
XR_002637368.1	16720727	16723083	NC_035789.1
XR_002637367.1	16723443	16725259	NC_035789.1
XR_002637060.1	17029105	17030190	NC_035789.1
XR_002637093.1	17041859	17042398	NC_035789.1
XR_002637203.1	17189727	17190362	NC_035789.1
XR_002637157.1	17410677	17411134	NC_035789.1
XR_002637143.1	17596144	17599180	NC_035789.1
XR_002637144.1	17722257	17724438	NC_035789.1
XR_002637362.1	17801226	17803687	NC_035789.1
XR_002637126.1	18210719	18211382	NC_035789.1
XR_002637308.1	18212376	18217412	NC_035789.1
XR_002637071.1	18349100	18350525	NC_035789.1
XR_002637128.1	18470378	18471036	NC_035789.1
XR_002637078.1	18583603	18585333	NC_035789.1
XR_002637041.1	18731306	18736757	NC_035789.1
XR_002637008.1	18808851	18810562	NC_035789.1
XR_002637007.1	18811188	18815615	NC_035789.1
XR_002637287.1	18874377	18879129	NC_035789.1
XR_002637293.1	18935435	18937259	NC_035789.1
XR_002637101.1	19008939	19010126	NC_035789.1
XR_002637035.1	19170628	19171531	NC_035789.1
XR_002637342.1	19351053	19353714	NC_035789.1
XR_002637063.1	19364358	19365244	NC_035789.1
XR_002637195.1	19460083	19462249	NC_035789.1
XR_002637194.1	19462574	19466170	NC_035789.1
XR_002637304.1	19473478	19474764	NC_035789.1
XR_002637025.1	19672089	19673908	NC_035789.1
XR_002637121.1	19869160	19872155	NC_035789.1
XR_002637023.1	19904902	19906621	NC_035789.1
XR_002637152.1	20140984	20141397	NC_035789.1
XR_002637153.1	20156573	20157221	NC_035789.1
XR_002637154.1	20168648	20169251	NC_035789.1
XR_002637150.1	20343371	20346124	NC_035789.1
XR_002637151.1	20380333	20380678	NC_035789.1
XR_002637167.1	20384779	20388397	NC_035789.1
XR_002637264.1	20640736	20643415	NC_035789.1
XR_002637022.1	20684950	20685766	NC_035789.1
XR_002637345.1	20686565	20690211	NC_035789.1
XR_002637306.1	20730171	20736396	NC_035789.1
XR_002637047.1	20944549	20945165	NC_035789.1
XR_002637094.1	21052258	21053018	NC_035789.1
XR_002637140.1	21093273	21094056	NC_035789.1
XR_002637301.1	21694680	21695336	NC_035789.1
XR_002637085.1	21700009	21701765	NC_035789.1
XR_002637125.1	21762532	21762995	NC_035789.1
XR_002637354.1	21890963	21891724	NC_035789.1
XR_002637266.1	21915495	21917719	NC_035789.1
XR_002637190.1	21954491	21955240	NC_035789.1
XR_002637191.1	21974162	21977230	NC_035789.1
XR_002637032.1	22062201	22064006	NC_035789.1
XR_002637259.1	22067910	22070061	NC_035789.1
XR_002637097.1	22164531	22165697	NC_035789.1
XR_002637280.1	22307723	22309617	NC_035789.1
XR_002637279.1	22362268	22365098	NC_035789.1
XR_002637064.1	22674226	22675749	NC_035789.1
XR_002637353.1	22786718	22790592	NC_035789.1
XR_002637350.1	22885181	22886334	NC_035789.1
XR_002637351.1	23166063	23168280	NC_035789.1
XR_002637352.1	23186387	23187096	NC_035789.1
XR_002637033.1	23370808	23374142	NC_035789.1
XR_002637200.1	23521102	23525447	NC_035789.1
XR_002637158.1	24047637	24048145	NC_035789.1
XR_002637159.1	24111004	24113423	NC_035789.1
XR_002637160.1	24207018	24209592	NC_035789.1
XR_002637161.1	24241970	24242532	NC_035789.1
XR_002637359.1	24462171	24463594	NC_035789.1
XR_002637295.1	24598748	24601812	NC_035789.1
XR_002637019.1	24696442	24699045	NC_035789.1
XR_002637236.1	24757594	24761415	NC_035789.1
XR_002637201.1	25140619	25144726	NC_035789.1
XR_002637202.1	25214192	25215426	NC_035789.1
XR_002637075.1	25404394	25409855	NC_035789.1
XR_002637241.1	25807278	25810594	NC_035789.1
XR_002637053.1	26053609	26056500	NC_035789.1
XR_002637235.1	26474882	26477699	NC_035789.1
XR_002637045.1	26926405	26929901	NC_035789.1
XR_002637344.1	27024668	27026998	NC_035789.1
XR_002637020.1	27100622	27100986	NC_035789.1
XR_002637283.1	27203112	27207808	NC_035789.1
XR_002637120.1	27284022	27303802	NC_035789.1
XR_002637224.1	27369715	27370167	NC_035789.1
XR_002637146.1	27532347	27534514	NC_035789.1
XR_002637122.1	27535536	27535926	NC_035789.1
XR_002637291.1	27544363	27546307	NC_035789.1
XR_002637055.1	27562299	27564194	NC_035789.1
XR_002637247.1	27662337	27664569	NC_035789.1
XR_002637176.1	27965395	27967586	NC_035789.1
XR_002637233.1	28048266	28051279	NC_035789.1
XR_002637363.1	28445510	28453604	NC_035789.1
XR_002637237.1	28527661	28528887	NC_035789.1
XR_002637103.1	28598719	28601492	NC_035789.1
XR_002637118.1	28983115	28986696	NC_035789.1
XR_002637114.1	29039685	29072783	NC_035789.1
XR_002637112.1	29235158	29239008	NC_035789.1
XR_002637117.1	29294967	29297717	NC_035789.1
XR_002637113.1	29296158	29319569	NC_035789.1
XR_002637119.1	29353099	29354488	NC_035789.1
XR_002637111.1	29399046	29421460	NC_035789.1
XR_002637116.1	29498326	29506350	NC_035789.1
XR_002637163.1	29737374	29738034	NC_035789.1
XR_002637124.1	29961853	29962917	NC_035789.1
XR_002637252.1	30007467	30008588	NC_035789.1
XR_002637253.1	30016280	30017857	NC_035789.1
XR_002637263.1	30760780	30765510	NC_035789.1
XR_002637062.1	30816688	30818433	NC_035789.1
XR_002637296.1	31176859	31179666	NC_035789.1
XR_002637171.1	31261549	31263452	NC_035789.1
XR_002637056.1	31394108	31395027	NC_035789.1
XR_002637012.1	31427097	31427813	NC_035789.1
XR_002637058.1	31529959	31530980	NC_035789.1
XR_002637131.1	31600871	31611388	NC_035789.1
XR_002637098.1	31885263	31890264	NC_035789.1
XR_002637199.1	32266242	32268125	NC_035789.1
XR_002637197.1	32275438	32276585	NC_035789.1
XR_002637198.1	32276855	32278182	NC_035789.1
XR_002637196.1	32324528	32326683	NC_035789.1
XR_002637149.1	32419853	32422331	NC_035789.1
XR_002637051.1	32441009	32442289	NC_035789.1
XR_002637255.1	32631172	32632314	NC_035789.1
