XP	start	end	chr
XP_022320639.1	63463303	63467743	NC_035782.1
XP_022320640.1	18337033	18339056	NC_035782.1
XP_022320641.1	10351783	10363822	NC_035782.1
XP_022320642.1	10365120	10393453	NC_035782.1
XP_022320643.1	61185475	61192414	NC_035782.1
XP_022320644.1	61185475	61192414	NC_035782.1
XP_022320645.1	48187828	48191467	NC_035782.1
XP_022320646.1	36258108	36258469	NC_035780.1
XP_022320647.1	14662809	14669472	NC_035782.1
XP_022320648.1	10426876	10448220	NC_035782.1
XP_022320649.1	41416777	41419452	NC_035782.1
XP_022320650.1	72887920	72891225	NC_035782.1
XP_022320651.1	10532668	10533709	NC_035782.1
XP_022320652.1	10534164	10556805	NC_035782.1
XP_022320653.1	26586518	26590707	NC_035782.1
XP_022320654.1	39026662	39032178	NC_035782.1
XP_022320655.1	39026662	39032178	NC_035782.1
XP_022320656.1	48476429	48502613	NC_035782.1
XP_022320657.1	17016461	17023095	NC_035780.1
XP_022320658.1	25382609	25385620	NC_035782.1
XP_022320659.1	10924603	10932871	NC_035782.1
XP_022320660.1	10937275	10938635	NC_035782.1
XP_022320661.1	10937275	10938635	NC_035782.1
XP_022320662.1	41425023	41430826	NC_035782.1
XP_022320663.1	41425023	41430826	NC_035782.1
XP_022320664.1	10814293	10832338	NC_035782.1
XP_022320665.1	61848981	61862937	NC_035782.1
XP_022320666.1	61863797	61903259	NC_035782.1
XP_022320667.1	29503375	29507742	NC_035782.1
XP_022320668.1	37027479	37031266	NC_035780.1
XP_022320669.1	1204763	1204763	NC_035782.1
XP_022320670.1	1188312	1190270	NC_035782.1
XP_022320671.1	38110701	38112157	NC_035782.1
XP_022320672.1	22957786	22969144	NC_035782.1
XP_022320673.1	22957786	22969144	NC_035782.1
XP_022320674.1	22957786	22969144	NC_035782.1
XP_022320675.1	11080457	11103429	NC_035782.1
XP_022320676.1	8002176	8003582	NC_035782.1
XP_022320677.1	8002176	8002176	NC_035782.1
XP_022320678.1	10751560	10761404	NC_035780.1
XP_022320679.1	18449189	18452941	NC_035782.1
XP_022320680.1	18443438	18445639	NC_035782.1
XP_022320681.1	11106171	11110953	NC_035782.1
XP_022320682.1	45076078	45080885	NC_035782.1
XP_022320683.1	45070175	45080885	NC_035782.1
XP_022320684.1	11111363	11138698	NC_035782.1
XP_022320685.1	71437937	71440432	NC_035782.1
XP_022320686.1	32675499	32675499	NC_035782.1
XP_022320687.1	6334988	6337032	NC_035782.1
XP_022320688.1	38210099	38241889	NC_035780.1
XP_022320689.1	72519407	72523922	NC_035782.1
XP_022320690.1	72527286	72529019	NC_035782.1
XP_022320691.1	20154798	20158382	NC_035782.1
XP_022320692.1	11347626	11348304	NC_035782.1
XP_022320693.1	72895443	72903592	NC_035782.1
XP_022320694.1	41475281	41485178	NC_035782.1
XP_022320695.1	38214329	38241889	NC_035780.1
XP_022320696.1	11349102	11349102	NC_035782.1
XP_022320697.1	45065214	45067352	NC_035782.1
XP_022320698.1	45065214	45067352	NC_035782.1
XP_022320699.1	45066045	45067352	NC_035782.1
XP_022320700.1	45065169	45067352	NC_035782.1
XP_022320701.1	2784403	2789722	NC_035782.1
XP_022320702.1	2784403	2788183	NC_035782.1
XP_022320703.1	46548586	46550502	NC_035782.1
XP_022320704.1	38214329	38241889	NC_035780.1
XP_022320705.1	73954517	73960442	NC_035782.1
XP_022320706.1	73954517	73960061	NC_035782.1
XP_022320707.1	71988371	71992076	NC_035782.1
XP_022320708.1	50514927	50529267	NC_035782.1
XP_022320709.1	50503705	50505979	NC_035782.1
XP_022320710.1	50508817	50510500	NC_035782.1
XP_022320711.1	50508817	50510500	NC_035782.1
XP_022320712.1	68011136	68022411	NC_035782.1
XP_022320713.1	38214329	38241889	NC_035780.1
XP_022320714.1	44507907	44536686	NC_035782.1
XP_022320715.1	51040253	51046713	NC_035782.1
XP_022320716.1	51035898	51046713	NC_035782.1
XP_022320717.1	58451734	58459622	NC_035782.1
XP_022320718.1	58460015	58461921	NC_035782.1
XP_022320719.1	11576111	11576111	NC_035782.1
XP_022320720.1	38214329	38241889	NC_035780.1
XP_022320721.1	7892485	7894539	NC_035782.1
XP_022320722.1	30584471	30588192	NC_035782.1
XP_022320723.1	60168020	60172785	NC_035782.1
XP_022320724.1	42054481	42062752	NC_035782.1
XP_022320725.1	50717649	50727289	NC_035782.1
XP_022320726.1	56293800	56302087	NC_035782.1
XP_022320727.1	26477023	26488669	NC_035782.1
XP_022320728.1	38214329	38241889	NC_035780.1
XP_022320729.1	26477214	26488669	NC_035782.1
XP_022320730.1	41410312	41413693	NC_035782.1
XP_022320731.1	11667366	11667724	NC_035782.1
XP_022320732.1	76221216	76364654	NC_035782.1
XP_022320733.1	76386837	76415841	NC_035782.1
XP_022320734.1	76337778	76340282	NC_035782.1
XP_022320735.1	38210099	38241889	NC_035780.1
XP_022320736.1	76432551	76500445	NC_035782.1
XP_022320737.1	76432551	76500445	NC_035782.1
XP_022320738.1	76432551	76498980	NC_035782.1
XP_022320739.1	57141118	57148186	NC_035782.1
XP_022320740.1	46448712	46452582	NC_035782.1
XP_022320741.1	39228288	39240709	NC_035782.1
XP_022320742.1	38223296	38241889	NC_035780.1
XP_022320743.1	39228288	39240709	NC_035782.1
XP_022320744.1	11708107	11708646	NC_035782.1
XP_022320745.1	17337791	17351107	NC_035782.1
XP_022320746.1	56920400	56925568	NC_035782.1
XP_022320747.1	56920400	56925568	NC_035782.1
XP_022320748.1	25628826	25628826	NC_035782.1
XP_022320749.1	30345596	30354913	NC_035782.1
XP_022320750.1	38220085	38241889	NC_035780.1
XP_022320751.1	29312295	29351868	NC_035782.1
XP_022320752.1	29312295	29351868	NC_035782.1
XP_022320753.1	29312295	29351868	NC_035782.1
XP_022320754.1	29312295	29351868	NC_035782.1
XP_022320755.1	60434087	60434087	NC_035782.1
XP_022320756.1	36050667	36052711	NC_035782.1
XP_022320757.1	36050667	36052711	NC_035782.1
XP_022320758.1	51806552	51806552	NC_035782.1
XP_022320759.1	38227886	38241889	NC_035780.1
XP_022320760.1	51806552	51806552	NC_035782.1
XP_022320761.1	51806552	51806552	NC_035782.1
XP_022320762.1	51806552	51806552	NC_035782.1
XP_022320763.1	51806552	51806552	NC_035782.1
XP_022320764.1	7231510	7273101	NC_035782.1
XP_022320765.1	7231510	7273101	NC_035782.1
XP_022320766.1	7231510	7273101	NC_035782.1
XP_022320767.1	7231510	7273101	NC_035782.1
XP_022320768.1	7231510	7273101	NC_035782.1
XP_022320769.1	7231510	7273101	NC_035782.1
XP_022320770.1	38227886	38241889	NC_035780.1
XP_022320771.1	44844567	44855589	NC_035782.1
XP_022320772.1	44861400	44875012	NC_035782.1
XP_022320773.1	64848108	64853655	NC_035782.1
XP_022320774.1	64856246	64872550	NC_035782.1
XP_022320775.1	11838960	11856260	NC_035782.1
XP_022320776.1	56162597	56187916	NC_035782.1
XP_022320777.1	56162597	56187916	NC_035782.1
XP_022320778.1	56162597	56187916	NC_035782.1
XP_022320779.1	56162597	56187916	NC_035782.1
XP_022320780.1	56162597	56187916	NC_035782.1
XP_022320781.1	56162597	56187916	NC_035782.1
XP_022320782.1	38243393	38247224	NC_035780.1
XP_022320783.1	56162597	56174811	NC_035782.1
XP_022320784.1	56162597	56187916	NC_035782.1
XP_022320785.1	56181073	56181073	NC_035782.1
XP_022320786.1	6624595	6634394	NC_035782.1
XP_022320787.1	6624595	6657387	NC_035782.1
XP_022320788.1	21373833	21379282	NC_035782.1
XP_022320789.1	21383279	21387521	NC_035782.1
XP_022320790.1	12023321	12023679	NC_035782.1
XP_022320791.1	14275775	14277971	NC_035782.1
XP_022320792.1	12028553	12028944	NC_035782.1
XP_022320793.1	12047982	12054512	NC_035782.1
XP_022320794.1	9781063	9790522	NC_035780.1
XP_022320795.1	57652736	57667217	NC_035782.1
XP_022320796.1	39644043	39647305	NC_035782.1
XP_022320797.1	19426796	19428474	NC_035782.1
XP_022320798.1	19432611	19434282	NC_035782.1
XP_022320799.1	19422567	19423488	NC_035782.1
XP_022320800.1	19447847	19448597	NC_035782.1
XP_022320801.1	9781063	9790522	NC_035780.1
XP_022320802.1	43157245	43158112	NC_035782.1
XP_022320803.1	43158417	43160631	NC_035782.1
XP_022320804.1	42801502	42804058	NC_035782.1
XP_022320805.1	12215885	12217081	NC_035782.1
XP_022320806.1	28408149	28415455	NC_035782.1
XP_022320807.1	28408149	28415884	NC_035782.1
XP_022320808.1	28408149	28415884	NC_035782.1
XP_022320809.1	9781063	9790522	NC_035780.1
XP_022320810.1	28408149	28415348	NC_035782.1
XP_022320811.1	12265642	12279238	NC_035782.1
XP_022320812.1	15329234	15335751	NC_035782.1
XP_022320813.1	18210461	18234920	NC_035782.1
XP_022320814.1	20025381	20025381	NC_035782.1
XP_022320815.1	9781063	9790522	NC_035780.1
XP_022320816.1	76598027	76738259	NC_035782.1
XP_022320817.1	64055529	64061894	NC_035782.1
XP_022320818.1	12984168	12984168	NC_035780.1
XP_022320819.1	38164080	38164297	NC_035782.1
XP_022320820.1	51150365	51150365	NC_035782.1
XP_022320821.1	13788271	13793620	NC_035782.1
XP_022320822.1	9779895	9790522	NC_035780.1
XP_022320823.1	24396816	24423654	NC_035782.1
XP_022320824.1	24396816	24423654	NC_035782.1
XP_022320825.1	12379834	12381565	NC_035782.1
XP_022320826.1	64406016	64414573	NC_035782.1
XP_022320827.1	12469254	12494227	NC_035782.1
XP_022320828.1	74498108	74501188	NC_035782.1
XP_022320829.1	9781063	9790522	NC_035780.1
XP_022320830.1	46431725	46434044	NC_035782.1
XP_022320831.1	46432097	46434044	NC_035782.1
XP_022320832.1	11362506	11379590	NC_035782.1
XP_022320833.1	11362506	11379590	NC_035782.1
XP_022320834.1	56900445	56902078	NC_035782.1
XP_022320835.1	56898869	56900010	NC_035782.1
XP_022320836.1	56898869	56900010	NC_035782.1
XP_022320837.1	9781063	9790522	NC_035780.1
XP_022320838.1	12506416	12507056	NC_035782.1
XP_022320839.1	12516416	12517372	NC_035782.1
XP_022320840.1	12527388	12527609	NC_035782.1
XP_022320841.1	63410828	63418600	NC_035782.1
XP_022320842.1	8960384	8961901	NC_035782.1
XP_022320843.1	26515404	26515404	NC_035782.1
XP_022320844.1	9781063	9790522	NC_035780.1
XP_022320845.1	12312178	12315105	NC_035782.1
XP_022320846.1	24248503	24287495	NC_035782.1
XP_022320847.1	24319408	24321396	NC_035782.1
XP_022320848.1	19720943	19724956	NC_035782.1
XP_022320849.1	19720943	19724956	NC_035782.1
XP_022320850.1	74566303	74568852	NC_035782.1
XP_022320851.1	74566303	74569124	NC_035782.1
XP_022320852.1	24612257	24625285	NC_035782.1
XP_022320853.1	24617256	24625285	NC_035782.1
XP_022320854.1	24617256	24625285	NC_035782.1
XP_022320855.1	13065332	13065972	NC_035782.1
XP_022320856.1	43137706	43138366	NC_035780.1
XP_022320857.1	35494195	35498854	NC_035782.1
XP_022320858.1	13067791	13068747	NC_035782.1
XP_022320859.1	50888774	50892120	NC_035782.1
XP_022320860.1	74521495	74524763	NC_035782.1
XP_022320861.1	74502532	74507470	NC_035782.1
XP_022320862.1	69661201	69664361	NC_035782.1
XP_022320863.1	74705880	74715869	NC_035782.1
XP_022320864.1	74703338	74705412	NC_035782.1
XP_022320865.1	74685585	74696935	NC_035782.1
XP_022320866.1	47363351	47376500	NC_035780.1
XP_022320867.1	62263082	62270939	NC_035782.1
XP_022320868.1	62263147	62270939	NC_035782.1
XP_022320869.1	62263427	62270939	NC_035782.1
XP_022320870.1	62263427	62270939	NC_035782.1
XP_022320871.1	23877763	23878985	NC_035782.1
XP_022320872.1	57167897	57172576	NC_035782.1
XP_022320873.1	57161081	57166744	NC_035782.1
XP_022320874.1	57153661	57159981	NC_035782.1
XP_022320875.1	57153661	57159981	NC_035782.1
XP_022320876.1	57173883	57187085	NC_035782.1
XP_022320877.1	47377081	47383894	NC_035780.1
XP_022320878.1	67017000	67025590	NC_035782.1
XP_022320879.1	38576618	38578222	NC_035782.1
XP_022320880.1	43364599	43369075	NC_035782.1
XP_022320881.1	62468988	62470004	NC_035782.1
XP_022320882.1	62468988	62470004	NC_035782.1
XP_022320883.1	61261594	61261594	NC_035782.1
XP_022320884.1	29743504	29754112	NC_035782.1
XP_022320885.1	71800786	71824604	NC_035782.1
XP_022320886.1	71800786	71828267	NC_035782.1
XP_022320887.1	75019772	75029264	NC_035782.1
XP_022320888.1	75019772	75029662	NC_035782.1
XP_022320889.1	75019772	75029861	NC_035782.1
XP_022320890.1	47345574	47362473	NC_035780.1
XP_022320891.1	75021368	75023461	NC_035782.1
XP_022320892.1	74641168	74645290	NC_035782.1
XP_022320893.1	54190390	54192206	NC_035782.1
XP_022320894.1	38549865	38552118	NC_035782.1
XP_022320895.1	50488496	50503023	NC_035782.1
XP_022320896.1	50488496	50503023	NC_035782.1
XP_022320897.1	50474416	50486827	NC_035782.1
XP_022320898.1	30170083	30175254	NC_035782.1
XP_022320899.1	13824431	13830079	NC_035782.1
XP_022320900.1	13835102	13837121	NC_035782.1
XP_022320901.1	39175861	39191149	NC_035780.1
XP_022320902.1	39182293	39183943	NC_035782.1
XP_022320903.1	53166248	53168862	NC_035782.1
XP_022320904.1	54454693	54456824	NC_035782.1
XP_022320905.1	54454693	54457024	NC_035782.1
XP_022320906.1	54454693	54457024	NC_035782.1
XP_022320907.1	54454693	54455363	NC_035782.1
XP_022320908.1	46256645	46258224	NC_035782.1
XP_022320909.1	39175861	39191149	NC_035780.1
XP_022320910.1	46256645	46258224	NC_035782.1
XP_022320911.1	46251010	46252445	NC_035782.1
XP_022320912.1	46251010	46252445	NC_035782.1
XP_022320913.1	46587691	46590511	NC_035782.1
XP_022320914.1	60183536	60192513	NC_035782.1
XP_022320915.1	60183536	60192513	NC_035782.1
XP_022320916.1	75059170	75068305	NC_035782.1
XP_022320917.1	25454024	25491075	NC_035782.1
XP_022320918.1	39175861	39189739	NC_035780.1
XP_022320919.1	25454024	25491075	NC_035782.1
XP_022320920.1	25399658	25491075	NC_035782.1
XP_022320921.1	25454024	25491075	NC_035782.1
XP_022320922.1	25454024	25486304	NC_035782.1
XP_022320923.1	25494961	25503689	NC_035782.1
XP_022320924.1	25389479	25393347	NC_035782.1
XP_022320925.1	25441691	25442406	NC_035782.1
XP_022320926.1	25439705	25439705	NC_035782.1
XP_022320927.1	21323382	21328484	NC_035782.1
XP_022320928.1	12146747	12149627	NC_035782.1
XP_022320929.1	7290489	7313548	NC_035782.1
XP_022320930.1	34349343	34354754	NC_035780.1
XP_022320931.1	7290489	7313548	NC_035782.1
XP_022320932.1	7290489	7313548	NC_035782.1
XP_022320933.1	39012539	39017035	NC_035782.1
XP_022320934.1	39012539	39017035	NC_035782.1
XP_022320935.1	76183587	76193373	NC_035782.1
XP_022320936.1	63333068	63335379	NC_035782.1
XP_022320937.1	18816476	18816666	NC_035782.1
XP_022320938.1	48554156	48561985	NC_035782.1
XP_022320939.1	48554276	48561985	NC_035782.1
XP_022320940.1	48554156	48561985	NC_035782.1
XP_022320941.1	65091514	65093810	NC_035782.1
XP_022320942.1	65093967	65095663	NC_035782.1
XP_022320943.1	24992851	24994441	NC_035780.1
XP_022320944.1	65091514	65093391	NC_035782.1
XP_022320945.1	46591388	46594287	NC_035782.1
XP_022320946.1	41732505	41739802	NC_035782.1
XP_022320947.1	18577989	18583317	NC_035782.1
XP_022320948.1	32825481	32828262	NC_035782.1
XP_022320949.1	42172655	42174822	NC_035782.1
XP_022320950.1	26151006	26203820	NC_035782.1
XP_022320951.1	26151006	26203820	NC_035782.1
XP_022320952.1	26248723	26261678	NC_035782.1
XP_022320953.1	26248723	26261678	NC_035782.1
XP_022320954.1	26248723	26261678	NC_035782.1
XP_022320955.1	37977830	37992039	NC_035780.1
XP_022320956.1	26070120	26092746	NC_035782.1
XP_022320957.1	26070120	26095704	NC_035782.1
XP_022320958.1	26070120	26090561	NC_035782.1
XP_022320959.1	26070120	26088182	NC_035782.1
XP_022320960.1	26070120	26087304	NC_035782.1
XP_022320961.1	26070120	26087304	NC_035782.1
XP_022320962.1	26070120	26083543	NC_035782.1
XP_022320963.1	26070120	26077667	NC_035782.1
XP_022320964.1	26070120	26079115	NC_035782.1
XP_022320965.1	26070120	26076732	NC_035782.1
XP_022320966.1	37977830	37992039	NC_035780.1
XP_022320967.1	26070120	26087304	NC_035782.1
XP_022320968.1	26132383	26143766	NC_035782.1
XP_022320969.1	26132383	26149375	NC_035782.1
XP_022320970.1	26109837	26119531	NC_035782.1
XP_022320971.1	26109837	26119943	NC_035782.1
XP_022320972.1	26109837	26119943	NC_035782.1
XP_022320973.1	26223954	26248002	NC_035782.1
XP_022320974.1	26223954	26248002	NC_035782.1
XP_022320975.1	37977830	37992039	NC_035780.1
XP_022320976.1	26096032	26104843	NC_035782.1
XP_022320977.1	26096409	26104843	NC_035782.1
XP_022320978.1	26096032	26107310	NC_035782.1
XP_022320979.1	26096032	26103643	NC_035782.1
XP_022320980.1	26096032	26107310	NC_035782.1
XP_022320981.1	6672736	6680230	NC_035782.1
XP_022320982.1	2705937	2711700	NC_035782.1
XP_022320983.1	30919004	30920465	NC_035782.1
XP_022320984.1	37977830	37992039	NC_035780.1
XP_022320985.1	30919004	30920465	NC_035782.1
XP_022320986.1	74302786	74308068	NC_035782.1
XP_022320987.1	74325826	74336063	NC_035782.1
XP_022320988.1	74326129	74340169	NC_035782.1
XP_022320989.1	43009709	43014687	NC_035782.1
XP_022320990.1	43009709	43014687	NC_035782.1
XP_022320991.1	63697505	63700404	NC_035782.1
XP_022320992.1	63695144	63695144	NC_035782.1
XP_022320993.1	8628518	8628518	NC_035782.1
XP_022320994.1	8628518	8628518	NC_035782.1
XP_022320995.1	51948378	51961828	NC_035782.1
XP_022320996.1	37963314	37963314	NC_035780.1
XP_022320997.1	54111035	54118870	NC_035782.1
XP_022320998.1	54111035	54118870	NC_035782.1
XP_022320999.1	54111035	54118870	NC_035782.1
XP_022321000.1	35099878	35170103	NC_035782.1
XP_022321001.1	35099878	35170103	NC_035782.1
XP_022321002.1	35110934	35110934	NC_035782.1
XP_022321003.1	35111599	35170103	NC_035782.1
XP_022321004.1	17143525	17146006	NC_035782.1
XP_022321005.1	6257925	6263366	NC_035782.1
XP_022321006.1	6257925	6263366	NC_035782.1
XP_022321007.1	11465951	11485307	NC_035780.1
XP_022321008.1	53184121	53184121	NC_035782.1
XP_022321009.1	53184121	53184121	NC_035782.1
XP_022321010.1	53184121	53184121	NC_035782.1
XP_022321011.1	53184121	53184121	NC_035782.1
XP_022321012.1	53184121	53184121	NC_035782.1
XP_022321013.1	42915289	42926209	NC_035782.1
XP_022321014.1	13780470	13782975	NC_035782.1
XP_022321015.1	56666020	56672131	NC_035782.1
XP_022321016.1	11476323	11485307	NC_035780.1
XP_022321017.1	61971844	61975912	NC_035782.1
XP_022321018.1	69392779	69398954	NC_035782.1
XP_022321019.1	10658187	10667392	NC_035782.1
XP_022321020.1	17365481	17372628	NC_035782.1
XP_022321021.1	17359714	17365320	NC_035782.1
XP_022321022.1	36026743	36039674	NC_035782.1
XP_022321023.1	3193426	3211202	NC_035782.1
XP_022321024.1	3111820	3126363	NC_035782.1
XP_022321025.1	3111820	3126363	NC_035782.1
XP_022321026.1	3112505	3126363	NC_035782.1
XP_022321027.1	3111820	3126363	NC_035782.1
XP_022321028.1	11491500	11499430	NC_035780.1
XP_022321029.1	3111820	3126363	NC_035782.1
XP_022321030.1	2831539	2835560	NC_035782.1
XP_022321031.1	2831539	2834914	NC_035782.1
XP_022321032.1	3218299	3218299	NC_035782.1
XP_022321033.1	2801262	2801262	NC_035782.1
XP_022321034.1	3161177	3185132	NC_035782.1
XP_022321035.1	3140496	3185132	NC_035782.1
XP_022321036.1	3170632	3185132	NC_035782.1
XP_022321037.1	3174965	3185132	NC_035782.1
XP_022321038.1	2939152	2947374	NC_035782.1
XP_022321039.1	2939152	2947374	NC_035782.1
XP_022321040.1	2910876	2924828	NC_035782.1
XP_022321041.1	30795197	30800779	NC_035780.1
XP_022321042.1	2910876	2924828	NC_035782.1
XP_022321043.1	3095654	3097886	NC_035782.1
XP_022321044.1	2931207	2937664	NC_035782.1
XP_022321045.1	3225215	3228414	NC_035782.1
XP_022321046.1	2842155	2843879	NC_035782.1
XP_022321047.1	3268972	3271876	NC_035782.1
XP_022321048.1	3268972	3271876	NC_035782.1
XP_022321049.1	2902047	2905979	NC_035782.1
XP_022321050.1	47102739	47118071	NC_035780.1
XP_022321051.1	2812385	2820494	NC_035782.1
XP_022321052.1	2812385	2820494	NC_035782.1
XP_022321053.1	2812385	2820494	NC_035782.1
XP_022321054.1	2812385	2820494	NC_035782.1
XP_022321055.1	2812385	2820494	NC_035782.1
XP_022321056.1	3213229	3215297	NC_035782.1
XP_022321057.1	4475090	4487299	NC_035782.1
XP_022321058.1	12318819	12325721	NC_035782.1
XP_022321059.1	47854809	47857165	NC_035780.1
XP_022321060.1	6459557	6463196	NC_035782.1
XP_022321061.1	6459557	6463196	NC_035782.1
XP_022321062.1	18465737	18476674	NC_035782.1
XP_022321063.1	17434226	17435919	NC_035780.1
XP_022321064.1	18461981	18464303	NC_035782.1
XP_022321065.1	17096962	17096962	NC_035782.1
XP_022321066.1	10143853	10149993	NC_035782.1
XP_022321067.1	10149993	10149993	NC_035782.1
XP_022321068.1	53159593	53159593	NC_035782.1
XP_022321069.1	53149633	53159560	NC_035782.1
XP_022321070.1	38278419	38284830	NC_035782.1
XP_022321071.1	38273366	38277854	NC_035782.1
XP_022321072.1	68352918	68358139	NC_035782.1
XP_022321073.1	68339249	68350239	NC_035782.1
XP_022321074.1	60872411	60890389	NC_035782.1
XP_022321075.1	31910430	31910430	NC_035780.1
XP_022321076.1	60894448	60897449	NC_035782.1
XP_022321077.1	18585330	18592411	NC_035782.1
XP_022321078.1	18585330	18592411	NC_035782.1
XP_022321079.1	11972061	11987280	NC_035782.1
XP_022321080.1	11978328	11987280	NC_035782.1
XP_022321081.1	13897026	13920010	NC_035782.1
XP_022321082.1	56366571	56368713	NC_035782.1
XP_022321083.1	9867275	9869108	NC_035782.1
XP_022321084.1	9865012	9866683	NC_035782.1
XP_022321085.1	9865012	9866683	NC_035782.1
XP_022321086.1	57780331	57803343	NC_035782.1
